id,CycloneName,Year,PortList,Condition,ConditionEffectiveTime,VesselOps,OceanVesselOps,FacilityOps
160,FLORENCE,2018,Charleston,X-RAY,9/11/2018 0:00,"Port remains open; all vessels may transit but must exercise caution and begin storm preparations, ensuring adequate moorings and readiness to depart if directed.","Port remains open; all vessels may transit but must exercise caution and begin storm preparations, ensuring adequate moorings and readiness to depart if directed.","Cargo and facility operations may continue; facility operators should activate hurricane plans, secure loose equipment, and prepare to suspend operations if conditions escalate."
369,OLIVIA,2018,"Hilo, Kawaihae, Kahului, Kaunakakai, Honolulu, Kalaeloa, Nawiliwili",YANKEE,9/10/2018 10:00,"All vessels must complete cargo operations, secure their moorings and be prepared to depart or ride out the storm in port only with Captain-of-the-Port approval.","All vessels must complete cargo operations, secure their moorings and be prepared to depart or ride out the storm in port only with Captain-of-the-Port approval.","Port and facility operators must cease cargo handling, secure hazardous materials, and implement heavy-weather mooring and shutdown procedures."
161,FLORENCE,2018,"Charleston, Georgetown",WHISKEY,9/10/2018 0:00,"All vessels must initiate heavy-weather preparatory measures, review their storm mooring or departure plans, and maintain readiness to clear the port as conditions escalate.","All vessels must initiate heavy-weather preparatory measures, review their storm mooring or departure plans, and maintain readiness to clear the port as conditions escalate.","Ports and waterfront facilities remain open for normal operations; operators should secure hazardous cargo, verify emergency equipment, and begin implementing heavy-weather procedures in anticipation of conditions advancing beyond WHISKEY."
379,GORDON,2018,"['NEW', 'ORLEANS', 'MOBILE']",YANKEE,9/4/2018 15:07,,,
370,LANE,2018,"Princeville, Lihue, Poipu, Waialua, Nanakuli, Honolulu, Kailua, Kahuku, Kalaupapa, Kihei, Kahului, Hana, Hawi, Hilo, Volcano, Laupahoehoe",ZULU,8/23/2018 11:00,Port Condition ZULU: all vessel movements within affected ports are suspended; ports are closed to all inbound and outbound traffic.,Port Condition ZULU: all vessel movements within affected ports are suspended; ports are closed to all inbound and outbound traffic.,Port and terminal facilities must cease cargo operations and secure waterfront areas and equipment in accordance with their severe weather plans; port is closed until further notice.
371,LANE,2018,"Princeville, Poipu, Lihue, Waialua, Honolulu, Nanakuli, Kahuku, Kalaupapa, Kaunakakai, Lanai, Kihei, Kahului, Hana, Hawi, Laupahoehoe, Kailua, Hilo, Volcano, Kealakekua, Waikoloa",ZULU,8/22/2018 11:00,Inbound and outbound vessel traffic closed until further notice.,Inbound and outbound vessel traffic closed until further notice.,Port closed to vessel traffic until further notice.
372,HECTOR,2018,"Hilo, Kawaihae",YANKEE,8/7/2018 11:00,Ports are closed to inbound vessel traffic; vessel traffic control measures are in effect for all movements within the port.,Ports are closed to inbound vessel traffic; vessel traffic control measures are in effect for all movements within the port.,No specific facility directives stated beyond the closure to inbound traffic and implementation of traffic control measures.
373,HECTOR,2018,"Hilo, Kawaihae",WHISKEY,8/5/2018 21:00,Ports remain open to all vessel traffic.,Ports remain open to all vessel traffic.,Transfer operations may continue while Condition WHISKEY is in effect.
162,MARIA,2017,"SanJuan, Ponce, Mayaguez, Arecibo, Guayanilla, Fajardo, Yabucoa, Guanica, CharlotteAmalie, CruzBay, Frederiksted, Christiansted",ZULU,9/27/2017 9:00,All vessel movements within affected ports are prohibited unless specifically authorized by the Captain of the Port.,All vessel movements within affected ports are prohibited unless specifically authorized by the Captain of the Port.,Cargo and bunkering operations are suspended; port facilities are directed to secure equipment and implement heavy-weather safety plans until further notice.
163,MARIA,2017,"SanJuan, Ponce, Mayaguez, Arecibo, CharlotteAmalie, CruzBay, Christiansted, Frederiksted",ZULU,9/18/2017 23:00,All vessel movements within the COTP zone are prohibited; vessels alongside must be secured and may not conduct cargo or bunkering operations without specific Coast Guard approval.,All vessel movements within the COTP zone are prohibited; vessels alongside must be secured and may not conduct cargo or bunkering operations without specific Coast Guard approval.,"All ports and waterfront facilities are closed to commercial operations; cargo handling, bunkering, and passenger embarkation are suspended and facilities must implement heavy-weather securing plans."
164,MARIA,2017,"SanJuan, Ponce, Mayaguez, Fajardo, Guayanilla, Aguadilla, CharlotteAmalie, Christiansted, Frederiksted, CruzBay",YANKEE,9/18/2017 10:00,"All vessels must cease cargo operations, secure moorings, and complete storm preparations in anticipation of gale-force winds within 24 hours.","All vessels must cease cargo operations, secure moorings, and complete storm preparations in anticipation of gale-force winds within 24 hours.","Ports and waterfront facilities must suspend all cargo and fuel transfer operations, secure hazardous materials and equipment, and lock down cranes and piers for heavy-weather conditions."
165,MARIA,2017,"SanJuan, Ponce, Mayaguez, Arecibo, Fajardo, Culebra, Vieques, StThomas, StCroix",XRAY,9/17/2017 12:00,"All vessels must initiate heavy-weather preparations, secure moorings, double up lines, and be ready to depart the port or take further action within 24-hours notice.","All vessels must initiate heavy-weather preparations, secure moorings, double up lines, and be ready to depart the port or take further action within 24-hours notice.","Port and waterfront facilities must begin securing cargo-handling equipment, remove or secure hazardous materials and debris, ensure availability of adequate mooring arrangements, and review hurricane preparedness plans with the Captain of the Port."
167,IRMA,2017,['Charleston'],YANKEE,9/10/2017 17:51,,,
168,IRMA,2017,"['SAVANNAH', 'BRUNSWICK']",ZULU,9/10/2017 14:24,,,
169,IRMA,2017,"['JACKSONVILLE', 'FERNANDINA']",ZULU,9/10/2017 0:11,,,
170,IRMA,2017,['Canaveral'],ZULU,9/9/2017 16:34,,,
171,IRMA,2017,"['SAVANNAH', 'BRUNSWICK']",YANKEE,9/9/2017 16:12,,,
172,IRMA,2017,"['JACKSONVILLE', 'FERNANDINA']",YANKEE,9/9/2017 13:56,,,
173,IRMA,2017,"['TAMPA', 'ST.', 'PETERSBURG', 'MANATEE']",YANKEE,9/9/2017 0:46,,,
174,IRMA,2017,['CHARLESTON'],X-RAY,9/8/2017 23:59,,,
175,IRMA,2017,"['SAVANNAH', 'BRUNSWICK']",X-RAY,9/8/2017 16:08,,,
176,IRMA,2017,['CANAVERAL'],YANKEE,9/8/2017 14:34,,,
177,IRMA,2017,"['JACKSONVILLE', 'FERNANDINA']",X-RAY,9/7/2017 23:48,,,
404,IRMA,2017,"Wilmington, MoreheadCity",WHISKEY,9/7/2017 8:00,"All vessels are advised to remain vigilant, review and implement heavy-weather plans, and begin preparations to depart or seek safe harbor as conditions change.","All vessels are advised to remain vigilant, review and implement heavy-weather plans, and begin preparations to depart or seek safe harbor as conditions change.","Ports and waterfront facilities remain open but should initiate heavy-weather preparations, secure hazardous materials and potential pollutants, and be ready for additional restrictions as the storm approaches."
178,IRMA,2017,['CHARLESTON'],WHISKEY,9/7/2017 16:06,,,
179,IRMA,2017,['CANAVERAL'],X-RAY,9/7/2017 14:20,,,
180,IRMA,2017,"['SAVANNAH', 'BRUNSWICK']",WHISKEY,9/7/2017 14:17,,,
181,IRMA,2017,"['JACKSONVILLE', 'FERNANDINA']",WHISKEY,9/7/2017 0:23,,,
182,IRMA,2017,['CANAVERAL'],WHISKEY,9/6/2017 16:53,,,
380,HARVEY,2017,"['HOUSTON', 'GALVESTON']",X-RAY,9/1/2017 19:50,,,
381,HARVEY,2017,"['HOUSTON', 'GALVESTON']",ZULU,8/25/2017 20:04,,,
184,MATTHEW,2016,"['SOUTH', 'CAROLINA']",ZULU,10/8/2016 19:53,,,
221,MATTHEW,2016,[],YANKEE,10/8/2016 15:20,,,
222,MATTHEW,2016,['WILMINGTON'],ZULU,10/8/2016 13:31,,,
223,MATTHEW,2016,['WILMINGTON'],ZULU,10/7/2016 22:02,,,
224,MATTHEW,2016,[],YANKEE,10/7/2016 18:07,,,
405,MATTHEW,2016,"Wilmington, Morehead",YANKEE,10/7/2016 4:00,Inbound vessel traffic is suspended; all vessels in port must finalize cargo operations and either depart or secure at a safe berth in preparation for gale-force winds within 24 hours.,Inbound vessel traffic is suspended; all vessels in port must finalize cargo operations and either depart or secure at a safe berth in preparation for gale-force winds within 24 hours.,"Port and waterfront facilities must secure hazardous materials, ensure cranes and cargo equipment are stowed, and complete all storm preparations in anticipation of port closure."
225,MATTHEW,2016,[],YANKEE,10/7/2016 16:31,,,
226,MATTHEW,2016,['TAMPA'],YANKEE,10/7/2016 0:31,,,
227,MATTHEW,2016,[],YANKEE,10/7/2016 0:25,,,
406,MATTHEW,2016,"Wilmington, MoreheadCity",X-RAY,10/6/2016 2:00,"All vessels must review and activate their heavy-weather plans, ensure adequate moorings, and keep the Coast Guard informed of their intentions.","All vessels must review and activate their heavy-weather plans, ensure adequate moorings, and keep the Coast Guard informed of their intentions.","Waterfront facilities should initiate heavy-weather procedures, secure or remove hazardous cargoes, and verify that adequate moorings and safe access for vessels are available."
228,MATTHEW,2016,[],X-RAY,10/6/2016 14:36,,,
185,MATTHEW,2016,"['SOUTH', 'FLORIDA']",ZULU,10/6/2016 2:04,,,
186,MATTHEW,2016,"['KEY', 'WEST']",ZULU,10/6/2016 0:36,,,
229,MATTHEW,2016,"['KEY', 'WEST']",ZULU,10/6/2016 0:25,,,
230,MATTHEW,2016,[],WHISKEY,10/5/2016 16:57,,,
187,MATTHEW,2016,"['KEY', 'WEST']",YANKEE,10/5/2016 16:33,,,
231,MATTHEW,2016,[],YANKEE,10/5/2016 15:10,,,
188,MATTHEW,2016,['KEY'],X-RAY,10/4/2016 15:27,,,
189,MATTHEW,2016,"['SOUTH', 'FLORIDA']",X-RAY,10/4/2016 15:26,,,
190,MATTHEW,2016,"['SOUTH', 'FLORIDA']",WHISKEY,10/3/2016 15:02,,,
234,MATTHEW,2016,[],WHISKEY,10/3/2016 14:58,,,
407,HERMINE,2016,['PHILADELPHIA'],WHISKEY,9/5/2016 21:02,,,
235,HERMINE,2016,"['PHILADELPHIA', 'SOUTH', 'JERSEY', 'DELAWARE']",WHISKEY,9/5/2016 20:52,,,
408,HERMINE,2016,"['Philly', 'SouthJersey', 'Delaware']",X-RAY,9/4/2016 17:00,,,
236,HERMINE,2016,"['PHILADELPHIA', 'SOUTH', 'JERSEY', 'DELAWARE']",X-RAY,9/4/2016 16:36,,,
237,HERMINE,2016,['VA'],WHISKEY,9/4/2016 14:06,,,
238,HERMINE,2016,[],WHISKEY,9/4/2016 1:31,,,
411,HERMINE,2016,"Norfolk, NewportNews, Portsmouth, Chesapeake",YANKEE,9/2/2016 10:00,"All vessels must complete cargo operations, secure gear, and prepare to clear the channel or moor safely; no inbound traffic without specific Coast Guard approval.","All vessels must complete cargo operations, secure gear, and prepare to clear the channel or moor safely; no inbound traffic without specific Coast Guard approval.","Port and terminal operators must secure cranes, hazardous materials, and loose equipment, discontinue cargo transfers involving bulk petroleum or hazardous cargoes, and prepare facilities for possible shutdown."
239,HERMINE,2016,['VIRGINIA'],YANKEE,9/2/2016 22:22,,,
412,HERMINE,2016,"Wilmington, Morehead",ZULU,9/2/2016 7:00,Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.,Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.,All cargo handling and port operations are suspended; facilities must be secured and all loose equipment and hazardous materials properly stowed.
240,HERMINE,2016,[],ZULU,9/2/2016 19:46,,,
241,HERMINE,2016,"['PHILADELPHIA', 'NEWJERSEY', 'DELAWARE']",WHISKEY,9/2/2016 16:20,,,
242,HERMINE,2016,"['TARPON', 'SPRINGS']",ZULU,9/2/2016 2:32,,,
413,HERMINE,2016,"Norfolk, Portsmouth, NewportNews",WHISKEY,9/1/2016 13:00,"All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction.","Port facilities should begin securing cranes and cargo-handling gear, clear docks of loose items, verify emergency power, and activate hurricane preparedness procedures."
243,HERMINE,2016,['VIRGINIA'],WHISKEY,9/2/2016 1:21,,,
191,HERMINE,2016,"['CHARLESTON', 'SAVANNAH', 'BRUNSWICK']",YANKEE,9/2/2016 1:13,,,
414,HERMINE,2016,"Wilmington, MoreheadCity",X-RAY,8/31/2016 11:00,,,
244,HERMINE,2016,[],X-RAY,8/31/2016 23:03,,,
245,HERMINE,2016,"['TAMPA', 'ST.', 'PETERSBURG']",WHISKEY,8/29/2016 19:42,,,
192,HERMINE,2016,['KEY'],X-RAY,8/26/2016 16:18,,,
246,HERMINE,2016,"['MIAMI', 'RIVER', 'EVERGLADES']",WHISKEY,8/25/2016 20:35,,,
374,DARBY,2016,"Hilo, Kawaihae, Kahului, Lahaina",X-RAY,7/21/2016 16:00,"All vessels should review and activate heavy-weather plans, secure loose gear, reinforce mooring arrangements, and maintain a continuous communications watch with the COTP.","All vessels should review and activate heavy-weather plans, secure loose gear, reinforce mooring arrangements, and maintain a continuous communications watch with the COTP.","Port and facility operators should begin heavy-weather preparations, secure or stow hazardous cargo, inspect and ready emergency equipment, and prepare for the possible suspension of cargo and bunkering operations as conditions escalate."
415,JOAQUIN,2015,"Norfolk, Portsmouth, NewportNews, Hampton, Chesapeake",WHISKEY,10/1/2015 8:00,"Port remains open to all traffic; mariners are advised to exercise caution, monitor weather updates, and begin heavy-weather preparations.","Port remains open to all traffic; mariners are advised to exercise caution, monitor weather updates, and begin heavy-weather preparations.","Port and facility operators should implement heavy-weather procedures, secure cargo-handling gear and waterfront equipment, and initiate storm preparedness measures."
248,JOAQUIN,2015,"['NORTH', 'CAROLINA']",WHISKEY,10/1/2015 19:14,,,
249,JOAQUIN,2015,"['HAMPTON', 'ROADS']",WHISKEY,10/1/2015 19:13,,,
416,JOAQUIN,2015,"Wilmington, MoreheadCity, Beaufort",WHISKEY,10/1/2015 2:00,"All vessels must review and implement their heavy-weather mooring or sortie plans, ensure extra mooring lines and chafing gear are ready, and maintain close communication with the Coast Guard.","All vessels must review and implement their heavy-weather mooring or sortie plans, ensure extra mooring lines and chafing gear are ready, and maintain close communication with the Coast Guard.","Ports and waterfront facilities remain open but must begin securing cargo-handling equipment, remove potential debris and hazardous materials, verify emergency power systems, and review heavy-weather response plans."
250,JOAQUIN,2015,"['NORTH', 'CAROLINA']",WHISKEY,10/1/2015 14:17,,,
251,ERIKA,2015,"['CANAVERAL', 'FERNANDINA', 'JACKSONVILLE']",WHISKEY,8/30/2015 15:27,,,
193,ERIKA,2015,"['Canaveral', 'Jacksonville', 'Fernandina']",WHISKEY,8/29/2015 0:17,,,
252,ERIKA,2015,"['CANAVERAL', 'FERNANDINA', 'JACKSONVILLE']",WHISKEY,8/29/2015 0:04,,,
194,ERIKA,2015,['KW'],X-RAY,8/28/2015 23:37,,,
253,ERIKA,2015,[],X-RAY,8/28/2015 20:09,,,
195,ERIKA,2015,"Miami, MiamiRiver, Everglades, PalmBeach, FortPierce",WHISKEY,8/28/2015 0:00,"All vessels must remove or secure hazardous materials and loose gear, take all practicable measures to maximize stability, maintain a navigation watch and monitor VHF-16, arrange sufficient tug assistance for arrivals and departures, and ensure small craft are hauled out or moored in sheltered locations. Unmanned or “dead” vessels may not remain in the port without notification to the COTP.","All vessels must remove or secure hazardous materials and loose gear, take all practicable measures to maximize stability, maintain a navigation watch and monitor VHF-16, arrange sufficient tug assistance for arrivals and departures, and ensure small craft are hauled out or moored in sheltered locations. Unmanned or “dead” vessels may not remain in the port without notification to the COTP.","Waterfront facilities must clear docks of potential missile hazards, flying debris, hazardous materials and oil-pollution threats; implement container-stacking limits (maximum two high for hazmat containers, four high for others) or alternate securing arrangements approved by the COTP; secure docks, wharves and piers; notify the COTP of any dangerous cargo that must remain outside; conduct safety surveys and correct hazards within 48 hours; prepare for possible bridge closures, traffic restrictions, and implementation of hurricane pollution contingency and security plans."
254,ERIKA,2015,['PUERTO'],ZULU,8/27/2015 16:41,,,
255,ERIKA,2015,['PUERTO'],ZULU,8/27/2015 14:38,,,
256,ERIKA,2015,"['VIRGIN', 'PUERTO']",ZULU,8/27/2015 11:21,,,
257,ERIKA,2015,"['VIRGIN', 'PUERTO']",YANKEE,8/26/2015 20:29,,,
258,ERIKA,2015,"['VIRGIN', 'PUERTO']",X-RAY,8/25/2015 18:03,,,
259,ERIKA,2015,"['VIRGIN', 'PUERTO']",X-RAY,8/22/2015 23:10,,,
260,ERIKA,2015,"['VIRGIN', 'PUERTO']",WHISKEY,8/21/2015 19:02,,,
501,DARBY,2016,"Honolulu, Kalaeloa",WHISKEY,7/21/2016 16:00,"All vessels should review and activate heavy-weather plans, secure loose gear, reinforce mooring arrangements, and maintain a continuous communications watch with the COTP.",,"Port and facility operators should begin heavy-weather preparations, secure or stow hazardous cargo, inspect and ready emergency equipment, and prepare for the possible suspension of cargo and bunkering operations as conditions escalate."
502,BERYL,2024,Christi,ZULU,7/7/2024 4:00,"Mariners are reminded there are no safe havens; under Condition Zulu no vessels may enter or transit the port and all vessel movements are prohibited; under Condition Yankee all vessels, barges and pleasure craft should plan to depart the port early to avoid bridge closures.",,"Under Condition Zulu all waterfront operations are suspended except final safety preparations approved by the Captain of the Port, and facility preparations should be complete; ports are safest when the inventory of vessels is at a minimum."
